2022-01-01T10:57:31,maintenance.log,LC21C10900016,inspur_monitor_app:,"[1132 : 1919 CRITICAL]MB ERRORLOG, record 12 bytes.#012now(byte0~11) : Byte0=0x0b, Byte1=0xff, Byte2=0xec, Byte3=0xfc, Byte4=0xf7, Byte5=0xdd, Byte6=0xff, Byte7=0xff, Byte8=0xcf, Byte9=0xcf, Byte10=0xff, Byte11=0x9f; #012former : Byte0=0x0b, Byte1=0xff, Byte2=0xec, Byte3=0xfc, Byte4=0xf7, Byte5=0xd9, Byte6=0xff, Byte7=0xff, Byte8=0xcf, Byte9=0xcf, Byte10=0xff, Byte11=0xa3; "
2022-01-01T10:57:31,maintenance.log,LC21C10900016,InspurDiagnose:,|2022-01-01T10:57:31+08:00|MAINBOARD|Deassert|Info|15FFB400|MCE Error  .| 
2022-01-01T10:57:31,maintenance.log,LC21C10900016,InspurMcaDiagnose:,[3289 : 3306 INFO]【MCAProgressTask】Get register start time: 2022-01-01T10:57:31 
2022-01-01T10:57:31,maintenance.log,LC21C10900016,InspurMcaDiagnose:,[3289 : 3306 INFO]【MCAProgressTask】 Before read  cpu register data sleep 90s 
2022-01-01T10:57:31,maintenance.log,LC21C10900016,IPMIMain:,|IPMI|IPMB|NA|Operation:Platform Event NetFn:0x4 CMD:0x2 Req:0x4 0xdc 0x17 0x75 0xa0 0xd 0x3 Rsp:0. 
